Symbol,Description,Industry,Sector,Exchange,Index,Market capitalization,Market capitalization - Currency,Price,Price - Currency,Pre-market Open,Pre-market Open - Currency,Pre-market Change,Pre-market Change - Currency,Pre-market Change %,Pre-market Gap %,Float shares outstanding,Volume 1 day,Volume 1 week,Pre-market Volume,Average Volume 10 days,Average Volume 30 days,Average Volume 90 days,Volatility 1 day,Volatility 1 week,Volatility 1 month,Volume Weighted Average Price 1 day,Price to earnings ratio,Relative Volume at Time,Relative Volume 1 day,Beta 1 year,Beta 3 years,Beta 5 years,Relative Volume 1 minute,Relative Volume 5 minutes,Relative Volume 15 minutes,Relative Volume 30 minutes,Relative Volume 1 hour,Relative Volume 2 hours,Relative Volume 4 hours,Relative Volume 1 week,Relative Volume 1 month,High 1 month,High 1 month - Currency,High 3 months,High 3 months - Currency,High 6 months,High 6 months - Currency,High 52 weeks,High 52 weeks - Currency,High All Time,High All Time - Currency,High 5 minutes,High 5 minutes - Currency,High 15 minutes,High 15 minutes - Currency,High 30 minutes,High 30 minutes - Currency,High 1 hour,High 1 hour - Currency,High 2 hours,High 2 hours - Currency,High 4 hours,High 4 hours - Currency,High 1 day,High 1 day - Currency,High 1 week,High 1 week - Currency,High 1 month,High 1 month - Currency,"Revenue per employee, Annual","Revenue per employee, Annual - Currency",Simple Moving Average (5) 1 minute,Simple Moving Average (8) 1 minute,Simple Moving Average (5) 5 minutes,Simple Moving Average (13) 5 minutes,"Bollinger Bands (20) 1 minute, Upper","Bollinger Bands (20) 1 minute, Basis","Bollinger Bands (20) 1 minute, Lower","Bollinger Bands (20) 5 minutes, Upper","Bollinger Bands (20) 5 minutes, Basis","Bollinger Bands (20) 5 minutes, Lower",International Securities Identification Number,Relative Volume 1 day,Recent earnings date,Upcoming earnings date,Analyst Rating,Target price 1 year,Target price 1 year - Currency,Technical Rating 5 minutes,Exponential Moving Average (3) 1 day,Exponential Moving Average (7) 1 day
KO,Coca-Cola Company (The),Beverages: non-alcoholic,Consumer non-durables,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 500 Consumer Staples, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, Russell 1000, S&P 500 ESG, NYSE Arca Major Market",298618474325.4066,USD,69.43,USD,70.13,USD,0.5,USD,0.71489848,0.27166142,4267680153.000001,4165019,76415949,39991,21973370.4,18966108.1,17819130.28888889,1.31237381,2.17190744,2.03477821,69.67333333,28.21669512,0.76459677,0.17924996,0.15043141,0.34270152,0.57445556,0.67119143,0.36701569,0.30208521,0.21163633,0.34495899,0.95382543,0.48440814,0.94462641,0.65321075,73.22,USD,73.22,USD,73.22,USD,73.53,USD,73.53,USD,69.46,USD,69.465,USD,69.465,USD,69.67,USD,70.25,USD,70.25,USD,70.25,USD,73.22,USD,73.22,USD,670961.2625538,USD,69.421,69.410125,69.4582,69.52965385,69.61707944,69.4663,69.31552056,70.08073791,69.660775,69.24081209,,0.17924996,2025-02-11,2025-04-28,Buy,75.483333,USD,Sell,69.98045157,70.4010802
MRK,"Merck & Company, Inc.",Pharmaceuticals: major,Health technology,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 500 Health Care, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, Russell 1000, S&P 500 ESG, NYSE Arca Major Market",239882491395.7238,USD,94.964,USD,93.15,USD,0.06,USD,0.06427424,-0.21424746,2523738777.56,7824033,62352442,5738,15506174.1,17931434.53333336,13764164.75555559,3.2012848,2.77435034,2.65159212,94.90133333,14.10237752,0.81330318,0.49533247,0.3652534,0.26557288,0.3657501,0.12597526,0.09800338,0.20196223,0.13283236,0.42700214,0.97003465,0.45092402,0.90733926,0.61733552,97.37,USD,102.97,USD,119.38,USD,134.63,USD,134.63,USD,94.97,USD,94.97,USD,94.97,USD,95.38,USD,96.34,USD,96.34,USD,96.34,USD,97,USD,97.37,USD,852973.33333333,USD,94.857,94.845625,94.992,95.18269231,95.32046739,95.01,94.69953261,96.14779194,95.302,94.45620806,,0.49533247,2025-02-04,2025-04-24,Buy,113.894737,USD,Buy,94.48896095,94.00574634
PM,Philip Morris International Inc,Tobacco,Consumer non-durables,NYSE,"S&P 500, S&P 500 Consumer Staples, S&P 100, Russell 3000, Russell 1000",235895186658.15115,USD,151.715,USD,151,USD,1.23,USD,0.81284695,-0.21147238,1552058142.28,819175,23635904,968,6251968.3,6619554.93333333,5596134.31111111,1.73826174,1.93740593,2.13442921,151.54166667,33.55635672,0.52538129,0.12086912,-0.17348188,0.4690386,0.5605157,0.14409506,0.7192292,0.21708483,0.14059387,0.30892446,0.62759016,0.28449429,0.86775278,0.48069954,159.51,USD,159.51,USD,159.51,USD,159.51,USD,159.51,USD,151.785,USD,151.785,USD,151.785,USD,152.3,USD,152.76,USD,152.76,USD,152.76,USD,153.625,USD,159.51,USD,453574.00722022,USD,151.641,151.580625,151.6212,152.00007692,151.97337383,151.55271535,151.13205687,152.77510912,152.11205,151.44899088,,0.12086912,2025-02-06,2025-04-23,Buy,151.5,USD,Neutral,151.63887582,152.11363441
AZN,AstraZeneca PLC,Pharmaceuticals: major,Health technology,NASDAQ,"NASDAQ 100, NASDAQ Composite, NASDAQ Biotechnology",234134938696.5966,USD,76.63,USD,75.62,USD,1.15,USD,1.5217679,0.06616382,3100562541.36,1860682,20899107,81704,6296316.3,6098242.46666667,6178234.15555556,1.73992674,1.47780966,1.43230487,76.65666667,34.00337238,1.08651693,0.27055646,0.09857786,0.3739212,0.41848367,0.58777866,0.3664379,0.43567601,0.29005453,0.71114849,1.40097585,0.72107495,0.81844438,0.48448659,78.355,USD,78.355,USD,79.76,USD,87.675,USD,87.675,USD,76.67,USD,76.68,USD,76.68,USD,76.79,USD,76.9,USD,76.9,USD,76.9,USD,76.965,USD,78.355,USD,573414.63414634,USD,76.61842,76.6158875,76.687,76.67226923,76.79621623,76.675845,76.55547377,76.80939581,76.686225,76.56305419,,0.27055646,2025-02-06,2025-04-29,Strong buy,87.938164,USD,Neutral,76.07676705,76.11003017
WFC,Wells Fargo & Company,Major banks,Finance,NYSE,"S&P 500, S&P 100, KBW NASDAQ Bank, Russell 3000, S&P 500 Financials, Russell 1000, NYSE Arca Major Market",226753343660.1398,USD,68.96,USD,68.93,USD,0.9,USD,1.30567242,0,3282807232.97,3945599,74301487,39844,20701116.5,16914364.96666667,16675336.42222222,1.72891742,4.16917205,3.09083613,69.075,12.83167727,0.63946881,0.18198421,0.83294994,1.1958154,1.1561689,0.26972785,0.0880671,0.25353813,0.17975404,0.44909444,0.79106042,0.38212837,1.02762234,0.51711376,80.95,USD,81.5,USD,81.5,USD,81.5,USD,81.5,USD,69.05,USD,69.19,USD,69.19,USD,69.555,USD,69.725,USD,69.725,USD,69.725,USD,69.725,USD,78.98,USD,581912.44239631,USD,69.011,69.019375,68.985,69.10576923,69.10534488,69.0055,68.90565512,69.43302245,69.05025,68.66747755,,0.18198421,2025-01-15,2025-04-11,Buy,85.2,USD,Sell,68.81921225,70.09862468
NVS,Novartis AG,Pharmaceuticals: major,Health technology,NYSE,,216305919467.94547,USD,109.56,USD,109.87,USD,1.17,USD,1.0769514,1.13217968,1975047274.13623,547947,6670128,12137,2009869.3,2224903.26666667,1615594.6,1.34191428,1.37579815,1.38438308,109.73833333,18.65390836,0.96557654,0.25612024,0.16446163,0.5400093,0.5365824,0.13953813,0.18931559,0.11184641,0.08134705,0.3386487,1.08744524,0.59433761,0.71766129,0.6332549,116.91,USD,116.91,USD,117.36,USD,120.92,USD,120.92,USD,109.62,USD,109.695,USD,109.695,USD,110.025,USD,110.11,USD,110.11,USD,110.11,USD,116.91,USD,116.91,USD,663086.59383525,USD,109.574,109.614375,109.745,109.81576923,110.12207037,109.796475,109.47087963,110.07400403,109.826,109.57799597,,0.25612024,2025-01-31,2025-04-29,Neutral,114.81965,USD,Neutral,110.18883307,111.05214949
MCD,McDonald's Corporation,Restaurants,Consumer services,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 500 Consumer Discretionary, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, Russell 1000, S&P 500 ESG, NYSE Arca Major Market",215792260163.42093,USD,302.035,USD,300.03,USD,1.1,USD,0.36740147,0.21042084,714205937.423,1215810,14982777,4947,4117198.2,3633415.2,3248707.11111111,1.4627704,3.27305539,2.29402657,301.53,26.51197289,0.81936641,0.28074282,0.21367824,0.619074,0.7058985,0.36320884,0.17455027,0.26406664,0.1902093,0.52429961,1.193519,0.5111658,0.97556561,0.50185535,326.32,USD,326.32,USD,326.32,USD,326.32,USD,326.32,USD,302.13,USD,302.58,USD,302.58,USD,302.74,USD,303.465,USD,303.465,USD,303.465,USD,326.32,USD,326.32,USD,172800,USD,302.15776,302.205475,302.168,302.37153846,302.52539877,302.22594,301.92648123,303.40003521,302.122,300.84396479,,0.28074282,2025-02-10,2025-04-24,Buy,331.16129,USD,Neutral,303.72315477,306.64079333
PEP,"PepsiCo, Inc.",Food: specialty/candy,Consumer non-durables,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Staples, S&P 100, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",203969459325.54123,USD,148.72,USD,148.37,USD,0.8589,USD,0.579672,0.13498009,1366745009.5,1151569,28620268,4324,7866915.6,7575293.03333333,6770143.72222222,1.55426509,2.50948948,2.46344717,149.16553333,21.40564503,0.46425418,0.13668706,0.09812649,0.3267179,0.5296504,0.72659989,0.17609704,0.19974964,0.12286589,0.30564697,0.68062536,0.32069369,0.86677835,0.58293141,160.15,USD,160.15,USD,179.425,USD,183.41,USD,196.88,USD,148.79,USD,148.82,USD,148.82,USD,149.68,USD,150.475,USD,150.475,USD,150.475,USD,160.08,USD,160.15,USD,287940.43887147,USD,148.743,148.748125,148.969,149.23769231,149.61517211,149.0316583,148.44814449,150.20863104,149.309,148.40936896,,0.13668706,2025-02-03,2025-04-29,Buy,163.15,USD,Sell,149.85931316,151.55556952
SHEL,Shell PLC,Integrated oil,Energy minerals,NYSE,,200000048162.52893,USD,67.89,USD,66.98,USD,0.19,USD,0.28198278,-0.59364797,3016151035.3100004,3062986,16805225,97767,5325230.4,4223663.7,4339899.84444444,1.1994669,1.60908589,1.68122865,67.87,13.53765778,1.20016305,0.56508599,0.26303598,0.39964256,0.46230227,0.66312805,0.53008478,0.3838177,0.26552561,0.63213561,1.79556582,0.8496636,0.86788208,0.60206767,68.53,USD,68.53,USD,70.555,USD,74.605,USD,88.73,USD,67.995,USD,68.02,USD,68.02,USD,68.025,USD,68.19,USD,68.19,USD,68.19,USD,68.19,USD,68.53,USD,,,67.949,67.958125,67.948,67.90166569,68.0137738,67.96125,67.9087262,68.10027744,67.9295827,67.75888796,,0.56508599,2025-01-30,2025-05-02,Strong buy,80.953846,USD,Neutral,67.47056257,67.10970475
HSBC,"HSBC Holdings, plc.",Major banks,Finance,NYSE,,195506544358.96353,USD,55.93,USD,55.94,USD,0.31,USD,0.55615357,0.35880875,3559312881.36,608059,10310767,33930,5493582.4,3398357.56666667,1895104.21111111,0.7518797,1.71198734,1.60508139,55.98333333,9.08087221,0.36794928,0.10013149,0.28677362,0.49863324,0.48449227,0.38235248,0.35275693,0.60347542,0.40556535,0.5959783,0.87712499,0.34378455,0.86614414,0.97958522,61.88,USD,61.88,USD,61.88,USD,61.88,USD,99.52,USD,55.94,USD,56.005,USD,56.005,USD,56.005,USD,56.16,USD,56.16,USD,56.16,USD,56.66,USD,61.88,USD,706104.26540284,USD,55.915,55.9325,55.937,55.96269231,55.99966912,55.9375,55.87533088,56.09864949,55.979,55.85935051,,0.10013149,2025-02-18,2025-05-06,Buy,,,Neutral,56.01234029,56.84359876
T,AT&T Inc.,Wireless telecommunications,Communications,NYSE,"S&P 500, S&P 500 Communication Services, S&P 100, Russell 3000, Russell 1000, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",188606756061.18195,USD,26.275,USD,25.65,USD,0.08,USD,0.31104199,-0.27216174,7167096890.08,11077809,205856152,53654,51248877.2,43173423.43333333,38336038.59999999,2.87267081,3.41374447,2.58314997,26.165,17.61058981,0.83052997,0.20731207,0.08234703,0.46752074,0.53537244,0.27864679,0.24419443,0.28056793,0.17923675,0.55983135,0.82269194,0.49837708,1.11838046,0.62306658,27.97,USD,27.97,USD,27.97,USD,27.97,USD,45.23938739,USD,26.33,USD,26.33,USD,26.33,USD,26.39,USD,26.46,USD,26.46,USD,26.46,USD,27.455,USD,27.97,USD,867692.74416625,USD,26.28764,26.257275,26.24964,26.27408462,26.30956964,26.22591,26.14225036,26.4385738,26.275655,26.1127362,,0.20731207,2025-01-27,2025-04-23,Buy,27.166667,USD,Buy,26.20288321,26.39721086
VZ,Verizon Communications Inc.,Wireless telecommunications,Communications,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 500 Communication Services, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, NASDAQ CB Insights Metaverse US Index",183143177594.7321,USD,43.505,USD,42.39,USD,0.27,USD,0.63395163,-0.4695938,4207662505.2,7431852,161061942,57951,32709732.4,24785994.23333333,21619550.57777778,2.73307611,3.5882393,2.42520344,43.34293333,10.49476528,0.73943475,0.21930778,0.21657965,0.46336055,0.3962021,0.38917887,0.17520759,0.25177341,0.14842815,0.32243616,0.66273101,0.38674436,1.50435524,0.78059016,47.355,USD,47.355,USD,47.355,USD,47.355,USD,63.997594,USD,43.53,USD,43.53,USD,43.53,USD,43.62,USD,43.7588,USD,43.7588,USD,43.7588,USD,47.355,USD,47.355,USD,1353293.17269076,USD,43.48,43.4462125,43.476,43.47495385,43.57159489,43.4648,43.35800511,43.70794823,43.48351,43.25907177,,0.21930778,2025-01-24,2025-04-22,Buy,46.190476,USD,Buy,43.53700206,43.79583493
MS,Morgan Stanley,Investment managers,Finance,NYSE,"S&P 500, S&P 100, KBW NASDAQ Bank, Russell 3000, S&P 500 Financials, Russell 1000, S&P 500 ESG",182252681763.17545,USD,113,USD,114,USD,0.49,USD,0.42982456,0,1231918596.6,1679317,39860909,1143,9066796.5,6676923.93333333,6781115.71111111,2.71880869,3.92512513,3.37419313,113.21996667,14.22170761,0.87330253,0.17765402,1.4655336,1.1475636,1.3445679,0.29335369,0.16675276,0.23102968,0.14822757,0.3015168,0.68124688,0.37332793,1.30282453,0.64293795,141.07,USD,142.03,USD,142.03,USD,142.03,USD,142.03,USD,113.07,USD,113.14,USD,113.14,USD,113.945,USD,114.8499,USD,114.8499,USD,114.8499,USD,116.28,USD,133.99,USD,1342462.5,USD,112.94402,112.93685,112.87802,113.15385385,113.1477742,112.88349,112.6192058,114.10056663,113.066005,112.03144337,,0.17765402,2025-01-16,2025-04-11,Neutral,140.842105,USD,Sell,113.53011545,116.40900158
