Symbol,Description,Industry,Sector,Exchange,Index,Market capitalization,Market capitalization - Currency,Price,Price - Currency,Pre-market Open,Pre-market Open - Currency,Pre-market Change,Pre-market Change - Currency,Pre-market Change %,Pre-market Gap %,Float shares outstanding,Volume 1 day,Volume 1 week,Pre-market Volume,Average Volume 10 days,Average Volume 30 days,Average Volume 90 days,Volatility 1 day,Volatility 1 week,Volatility 1 month,Volume Weighted Average Price 1 day,Price to earnings ratio,Relative Volume at Time,Relative Volume 1 day,Beta 1 year,Beta 3 years,Beta 5 years,Relative Volume 1 minute,Relative Volume 5 minutes,Relative Volume 15 minutes,Relative Volume 30 minutes,Relative Volume 1 hour,Relative Volume 2 hours,Relative Volume 4 hours,Relative Volume 1 week,Relative Volume 1 month,High 1 month,High 1 month - Currency,High 3 months,High 3 months - Currency,High 6 months,High 6 months - Currency,High 52 weeks,High 52 weeks - Currency,High All Time,High All Time - Currency,High 5 minutes,High 5 minutes - Currency,High 15 minutes,High 15 minutes - Currency,High 30 minutes,High 30 minutes - Currency,High 1 hour,High 1 hour - Currency,High 2 hours,High 2 hours - Currency,High 4 hours,High 4 hours - Currency,High 1 day,High 1 day - Currency,High 1 week,High 1 week - Currency,High 1 month,High 1 month - Currency,"Revenue per employee, Annual","Revenue per employee, Annual - Currency",Simple Moving Average (5) 1 minute,Simple Moving Average (8) 1 minute,Simple Moving Average (5) 5 minutes,Simple Moving Average (13) 5 minutes,"Bollinger Bands (20) 1 minute, Upper","Bollinger Bands (20) 1 minute, Basis","Bollinger Bands (20) 1 minute, Lower","Bollinger Bands (20) 5 minutes, Upper","Bollinger Bands (20) 5 minutes, Basis","Bollinger Bands (20) 5 minutes, Lower",International Securities Identification Number,Relative Volume 1 day,Recent earnings date,Upcoming earnings date,Analyst Rating,Target price 1 year,Target price 1 year - Currency,Technical Rating 5 minutes,Exponential Moving Average (3) 1 day,Exponential Moving Average (7) 1 day
PM,Philip Morris International Inc,Tobacco,Consumer non-durables,NYSE,"S&P 500, S&P 500 Consumer Staples, S&P 100, Russell 3000, Russell 1000",237893171598.11136,USD,153,USD,154.3,USD,0.75,USD,0.48844025,0.48844025,1552055032.56,501853,21798079,322,6242759.2,6260753.26666667,5465407.1,0.66714631,2.13158807,2.15197676,153.26666667,33.8405733,0.67135826,0.07268711,-0.27201056,0.4690386,0.5605157,0.13669933,0.06623511,0.41312335,0.30032794,0.97174957,0.63485115,0.24729312,0.8514715,0.19821071,159.51,USD,159.51,USD,159.51,USD,159.51,USD,159.51,USD,153.15,USD,153.31,USD,153.31,USD,153.91,USD,153.91,USD,153.91,USD,153.91,USD,159.51,USD,159.51,USD,453574.00722022,USD,152.994,153.070625,153.121,153.48557692,153.43143376,153.168945,152.90645624,154.16285508,153.54509565,152.92733622,,0.07268711,2025-02-06,2025-04-23,Buy,150.785714,USD,Strong sell,153.4570131,153.92534457
MCD,McDonald's Corporation,Restaurants,Consumer services,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 500 Consumer Discretionary, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, Russell 1000, S&P 500 ESG, NYSE Arca Major Market",225362467727.39316,USD,315.43,USD,309.98,USD,0.27,USD,0.08699294,-0.12565647,714205937.423,881440,14490157,4972,3424372.9,3323284.06666667,3335186.03333333,2.43273723,2.29459773,1.96207926,314.56,27.68775675,1.86480266,0.24216088,0.31037927,0.619074,0.7058985,0.33809199,0.03814474,0.51806147,0.40879506,3.99611457,2.27761982,0.77571751,1.03969708,0.20088789,317.9,USD,317.9,USD,317.9,USD,317.9,USD,317.9,USD,315.905,USD,316.855,USD,316.855,USD,317.9,USD,317.9,USD,317.9,USD,317.9,USD,317.9,USD,317.9,USD,172800,USD,315.747,315.925625,315.784,313.99915385,316.72109427,315.905655,315.09021573,317.82419994,312.80695,307.78970006,,0.24216088,2025-02-10,2025-04-24,Buy,331.16129,USD,Buy,311.99047635,309.5163962
NVS,Novartis AG,Pharmaceuticals: major,Health technology,NYSE,,222871120830.7808,USD,114.51,USD,112.69,USD,1.92,USD,1.70107203,-0.1594755,1975047274.13623,245565,9027014,32028,2293433.3,2217395.86666667,1612949.01111111,1.77401031,0.92222639,1.29039757,114.62166667,19.49670543,0.73556039,0.09798827,0.30042785,0.5400093,0.5365824,0.37784735,0.05136529,0.43985569,0.29765606,1.12190217,0.64111033,0.25976278,1.06400659,0.32162585,114.9,USD,114.9,USD,117.755,USD,120.92,USD,120.92,USD,114.54,USD,114.68,USD,114.68,USD,114.9,USD,114.9,USD,114.9,USD,114.9,USD,114.9,USD,114.9,USD,663086.59383525,USD,114.503,114.510625,114.554,114.12623077,114.68242859,114.55775,114.43307141,115.4013501,113.7183,112.0352499,,0.09798827,2025-01-31,2025-04-29,Neutral,114.744888,USD,Buy,113.29382914,111.79680888
SHEL,Shell PLC,Integrated oil,Energy minerals,NYSE,,196183356038.29523,USD,66.93,USD,66.19,USD,0.6,USD,0.90895319,0.27268596,3016151035.3100004,1073279,29121099,115782,4652905.8,4125057.06666667,4289564.34444444,1.58479796,2.10615583,1.53417337,66.855,13.34622824,1.24057817,0.21999729,0.25429344,0.39964256,0.46230227,0.48034269,0.14180319,0.71966008,0.44243054,1.12887647,0.61291073,0.32393433,1.69529583,0.35590324,68.53,USD,68.53,USD,70.555,USD,74.605,USD,88.73,USD,66.95,USD,66.97,USD,66.97,USD,67.065,USD,67.065,USD,67.065,USD,67.065,USD,68.53,USD,68.53,USD,,,66.921,66.909375,66.92,66.60192308,66.9880709,66.900715,66.8133591,67.3722088,66.359085,65.3459612,,0.21999729,2025-01-30,2025-05-02,Strong buy,80.953846,USD,Buy,66.54900114,66.60777056
VZ,Verizon Communications Inc.,Wireless telecommunications,Communications,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 500 Communication Services, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, NASDAQ CB Insights Metaverse US Index",190068138218.3529,USD,45.15,USD,44.19,USD,0.09,USD,0.2034818,-0.09043636,4207915087.2,6855486,102701241,41565,21767991.1,22076512.93333332,20125536.11111111,2.70880361,2.86252318,1.95152684,44.96,10.89159068,2.52367675,0.29013071,0.37535653,0.46336055,0.3962021,0.39646197,0.07318435,0.57272825,0.44096259,2.87954917,1.71534902,0.78286173,1.03641729,0.26554367,45.43,USD,45.43,USD,45.43,USD,45.43,USD,63.997594,USD,45.24,USD,45.25,USD,45.25,USD,45.43,USD,45.43,USD,45.43,USD,45.43,USD,45.43,USD,45.43,USD,1353293.17269076,USD,45.189,45.186875,45.185,44.90063846,45.31473041,45.20455,45.09436959,45.6987485,44.60525,43.5117515,,0.29013071,2025-01-24,2025-04-22,Buy,46.409091,USD,Buy,44.38703294,43.77723755
GS,"Goldman Sachs Group, Inc. (The)",Investment banks/Brokers,Finance,NYSE,"S&P 500, Dow Jones Industrial Average, S&P 100, KBW NASDAQ Bank, Russell 3000, S&P 500 Financials, Dow Jones Composite Average, Russell 1000, S&P 500 ESG",175384653036.2767,USD,562.06,USD,572.19,USD,0.13,USD,0.02290063,0.79623725,310489414.326,491078,14637372,3722,2853210.8,2560527,2352131.03333333,1.94315857,4.03742537,2.93228989,562.52333333,13.86248502,1.01740745,0.1581989,1.3163929,1.2257978,1.3620282,0.131221,0.05516376,0.52791867,0.36770722,1.05486464,0.73756815,0.37290729,1.35378371,0.32206824,672.19,USD,672.19,USD,672.19,USD,672.19,USD,672.19,USD,562.88,USD,564.74,USD,564.74,USD,568.17,USD,568.17,USD,568.17,USD,568.17,USD,628.7834,USD,628.7834,USD,2727483.87096774,USD,562.586,562.950625,563.042,563.68115385,567.07343002,563.38604,559.69864998,571.19227111,565.084,558.97572889,,0.1581989,2025-01-15,2025-04-14,Buy,663.571429,USD,Strong sell,571.64060688,587.72654934
AMGN,Amgen Inc.,Biotechnology,Health technology,NASDAQ,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Health Care, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, Russell 1000, NASDAQ Biotechnology, S&P 500 ESG",173683738344.70795,USD,323.31,USD,317.9999,USD,0.46,USD,0.14473601,0.05660437,536170880.375,413539,12910088,2172,3077195.6,3092484.06666667,3467102.83333333,1.95103531,2.18208852,2.27807416,321.69,42.84351271,1.12145661,0.12300446,0.5835669,0.5665843,0.5239174,0.04360719,0.07239593,0.56347704,0.42594928,1.41120723,0.82409952,0.42756912,0.93923653,0.22796102,323.98,USD,323.98,USD,339.17,USD,346.85,USD,346.85,USD,323.58,USD,323.58,USD,323.58,USD,323.98,USD,323.98,USD,323.98,USD,323.98,USD,323.98,USD,323.98,USD,1186857.14285714,USD,323.243,323.078125,323.1,320.96038462,323.71401913,323.00325,322.29248087,325.18700129,319.66775,314.14849871,,0.12300446,2025-02-04,2025-04-23,Buy,314.956522,USD,Strong buy,319.51578843,314.98621929
TXN,Texas Instruments Incorporated,Semiconductors,Electronic technology,NASDAQ,"S&P 500, NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",172356623623.44376,USD,189.42,USD,189.13,USD,0.01,USD,0.0052815,-0.11091159,908819116.221,814791,26719985,2733,6423545.4,6527882.43333333,6045068.57777778,0.94033895,2.71842284,2.53869432,189.21666667,36.44865208,1.02836832,0.11513123,1.135384,1.0997758,0.96451026,0.07970795,0.0752492,0.82476333,0.59635927,1.31521166,0.78881053,0.37973796,0.96541675,0.22692952,205.75,USD,205.75,USD,220.385,USD,220.385,USD,220.385,USD,189.4908,USD,189.7,USD,189.7,USD,190,USD,190,USD,190,USD,190,USD,200.25,USD,200.25,USD,460029.41176471,USD,189.447,189.4125,189.045,189.10696469,189.83323078,188.934,188.03476922,189.73658298,189.18702705,188.63747112,,0.11513123,2025-01-23,2025-04-29,Neutral,205.692308,USD,Neutral,190.85617277,192.7041837
PDD,PDD Holdings Inc.,Department stores,Retail trade,NASDAQ,"NASDAQ 100, NASDAQ Composite, NASDAQ-100 Technology Sector, NASDAQ Computer",166402494665,USD,122.715,USD,120.76,USD,0.71,USD,0.5925555,0.7845101,1351111322.23304,1602579,30273706,54256,8561047.5,9416673.86666667,9323730.64444445,3.78059072,3.93406453,4.15139998,121.39833333,12.06684629,0.54877534,0.15894331,1.0642017,-0.05437248,0.68342966,0.72126831,0.19865159,1.02296909,0.76718507,1.93005402,1.0709113,0.47507715,0.76959515,0.12982531,133.33,USD,133.33,USD,155.67,USD,164.69,USD,212.5965,USD,122.9,USD,122.9,USD,122.9,USD,122.98,USD,122.98,USD,122.98,USD,122.98,USD,124.39,USD,124.39,USD,2008416.00357383,USD,122.3972,122.257,121.96108,121.07349231,122.73043735,121.777565,120.82469265,122.87012258,120.559385,118.24864742,,0.15894331,2024-11-21,2025-03-12,Buy,146.56423544,USD,Strong buy,120.59175712,119.19617271
UNP,Union Pacific Corporation,Railroads,Transportation,NYSE,"S&P 500, Dow Jones Transportation Average, S&P 500 Industrials, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, S&P 500 ESG",150959681837.04294,USD,247.565,USD,246.26,USD,0.9,USD,0.36694255,0.40363681,608079158.492,236896,10855666,750,2808626.5,2728251.06666667,2695340.82222222,1.11517151,1.57712185,1.65671474,247.01076667,22.32809625,0.92712772,0.07606967,0.65911555,0.9244267,1.0523717,0.16899885,0.04950393,0.6577886,0.44024028,1.00710308,0.57663595,0.27965278,0.92334256,0.21346859,253.2,USD,256.84,USD,256.84,USD,258.07,USD,278.94,USD,247.595,USD,248.0073,USD,248.0073,USD,248.0073,USD,248.0073,USD,248.0073,USD,248.0073,USD,249.7,USD,249.7,USD,799380.2742616,USD,247.575,247.676325,247.36,246.24596154,248.16278082,247.24828705,246.33379328,248.06122895,245.639625,243.21802105,,0.07606967,2025-01-23,2025-04-17,Buy,273.074074,USD,Buy,246.01381717,245.42178343
PFE,"Pfizer, Inc.",Pharmaceuticals: major,Health technology,NYSE,"S&P 500, S&P 500 Health Care, S&P 100, Russell 3000, Russell 1000",150496221204.01392,USD,26.555,USD,26.18,USD,0.14,USD,0.53353659,-0.22865854,5663163170.42,8718582,198142886,213726,39542963.39999999,40459243.6666667,43204878.54444444,1.50878533,2.34739471,2.08066419,26.43666667,18.8627646,1.39143909,0.19755579,-0.01429488,0.26334077,0.5806057,0.36341615,0.07984319,0.66945729,0.44673195,1.75401778,1.00798693,0.47141968,1.17307249,0.2537364,27.03,USD,27.57,USD,30.43,USD,31.54,USD,61.71,USD,26.575,USD,26.575,USD,26.575,USD,26.575,USD,26.575,USD,26.575,USD,26.575,USD,26.895,USD,26.895,USD,785518.51851852,USD,26.5415,26.5265625,26.4914,26.38113846,26.57827279,26.475225,26.37217721,26.57204041,26.346735,26.12142959,,0.19755579,2025-02-04,2025-05-06,Buy,30.555556,USD,Strong buy,26.33346388,26.23788637
HDB,HDFC Bank Limited,Major banks,Finance,NYSE,,148306770387.9613,USD,59.05,USD,59.66,USD,0.67,USD,1.1342475,0.99881497,2548360401.29333,343840,10780230,1260,2229307.4,2266948.6,2534086,1.23707846,1.62939056,1.19350034,59.26666667,18.09739802,0.86286383,0.14282688,0.20038863,0.7888892,0.92094713,0.04276075,0.16913541,0.63344272,0.42918035,0.996289,0.58585015,0.2824286,0.97773645,0.19283158,62.02,USD,68.5,USD,68.5,USD,68.5,USD,84.7,USD,59.08,USD,59.13,USD,59.13,USD,59.74,USD,59.74,USD,59.74,USD,59.74,USD,61.46,USD,61.46,USD,226740.33672574,USD,59.07,59.079375,59.11,59.12692308,59.25681814,59.1215,58.98618186,59.29109145,59.08225,58.87340855,,0.14282688,2025-01-22,2025-04-21,Strong buy,69.129299,USD,Sell,59.36206944,59.76872522
NEE,"NextEra Energy, Inc.",Electric utilities,Utilities,NYSE,"S&P 500, S&P 500 Utilities, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Utility Average, Dow Jones Composite Average, Russell 1000, S&P 500 ESG, PHLX Utilities Sector",147200811327.4269,USD,71.56,USD,70.02,USD,0.17,USD,0.24282245,0.01428367,2054816635.7199996,964412,43531197,6801,9820391.1,11189442.96666667,10899564.52222222,2.4122181,2.35781156,2.05843516,71.10666667,21.21301951,0.9886253,0.08461089,0.50921375,0.64191526,0.57439184,0.22737347,0.05673442,0.64730755,0.43944406,1.1879365,0.57822243,0.24626898,0.907798,0.20080436,73.08,USD,75.63,USD,86.1,USD,86.1,USD,93.73,USD,71.57,USD,71.7,USD,71.7,USD,71.7,USD,71.7,USD,71.7,USD,71.7,USD,73.08,USD,73.08,USD,1452738.0952381,USD,71.525,71.540625,71.436,70.79807692,71.78349481,71.41625,71.04900519,71.88900165,70.43356,68.97811835,,0.08461089,2025-01-24,2025-04-29,Buy,85.833333,USD,Buy,70.951801,70.73151973
